uid,name,revision,origin,playerid,overallrating,preferredposition1,preferredposition2,preferredposition3,preferredposition4,trait1,trait2,icontrait1,icontrait2,role1,role2,role3,role4,role5,skillmoves,weakfootabilitytypecode,acceleration,sprintspeed,agility,balance,jumping,stamina,strength,reactions,aggression,composure,interceptions,positioning,vision,ballcontrol,crossing,dribbling,finishing,freekickaccuracy,headingaccuracy,longpassing,shortpassing,defensiveawareness,shotpower,longshots,standingtackle,slidingtackle,volleys,curve,penalties,gkdiving,gkhandling,gkkicking,gkreflexes,gkpositioning
193,Kevin De Bruyne,Gold Rare,N/A,192985,87,14,-1,-1,-1,8968,0,4096,0,122,122,134,0,0,3,5,65,66,68,66,70,66,74,89,73,87,65,81,92,89,93,85,78,83,55,93,92,65,90,93,70,55,81,93,83,10,10,10,10,10
194,Filip Kostić,Gold Non-rare,N/A,208574,81,16,-1,-1,-1,2101248,0,0,0,30,10,0,0,0,2,2,79,84,76,78,78,78,77,77,76,82,69,78,78,81,87,81,71,80,59,79,80,70,85,79,74,72,75,85,66,10,10,10,10,10
195,Teun Koopmeiners,Gold Non-rare,N/A,240679,81,18,-1,-1,-1,8,0,0,0,33,22,0,0,0,2,2,71,70,69,69,79,83,71,82,72,81,78,80,84,83,79,76,76,80,72,84,85,76,82,84,74,72,72,74,85,10,10,10,10,10
199,Michele Di Gregorio,Gold Rare,N/A,235840,81,0,-1,-1,-1,0,2,0,0,45,0,0,0,0,0,3,55,57,55,55,69,36,68,69,26,56,15,9,65,35,13,30,9,14,11,50,50,21,59,50,16,12,11,17,17,82,78,79,85,83
200,Mario Hermoso Canseco,Gold Non-rare,N/A,229668,80,5,-1,-1,-1,820224,0,0,0,13,0,0,0,0,1,3,71,73,70,61,88,72,80,77,83,77,79,63,66,76,71,67,42,55,83,76,79,78,66,76,81,80,41,68,45,10,10,10,10,10
201,Mile Svilar,Gold Rare,N/A,230872,82,0,-1,-1,-1,0,12,0,0,45,0,0,0,0,0,3,60,55,66,54,72,32,61,79,28,48,13,9,53,28,18,26,14,22,22,42,42,12,58,42,24,19,16,23,37,80,80,77,85,82
205,Gianluca Mancini,Gold Rare,N/A,229582,83,5,-1,-1,-1,268632080,0,0,0,48,0,0,0,0,1,3,65,74,35,58,85,84,79,85,87,83,85,36,56,76,34,59,48,34,84,72,70,87,51,72,84,78,40,38,47,10,10,10,10,10
206,Scott McTominay,Gold Rare,N/A,237238,85,14,-1,-1,-1,538444112,0,0,0,18,0,0,0,0,2,3,70,80,55,48,86,92,82,86,84,80,81,87,79,85,66,84,84,60,81,81,84,78,86,81,81,75,76,69,60,10,10,10,10,10
207,Stephan El Shaarawy,Gold Non-rare,N/A,190813,79,16,-1,-1,-1,0,0,0,0,29,39,0,0,0,3,3,81,76,89,76,75,61,60,80,51,77,36,76,78,83,76,83,72,72,65,70,77,65,75,70,42,35,85,85,72,10,10,10,10,10
211,José Ángel Esmoris Tasende,Gold Non-rare,N/A,220651,79,7,-1,-1,-1,201461760,0,0,0,9,29,0,0,0,3,3,77,62,84,83,71,87,56,77,76,80,75,78,78,83,86,78,68,76,63,80,82,76,82,80,75,74,63,83,55,10,10,10,10,10
212,Kouadio Manu Koné,Gold Rare,N/A,250723,79,14,-1,-1,-1,68157956,0,0,0,18,0,0,0,0,3,3,77,72,79,72,83,82,82,79,82,75,76,75,75,83,70,82,71,53,68,76,80,69,86,76,79,71,55,70,54,10,10,10,10,10
213,Jan Oblak,Gold Rare,N/A,200389,88,0,-1,-1,-1,0,17,0,4,101,101,0,0,0,0,3,42,53,64,48,72,42,78,85,36,68,24,11,67,30,13,12,11,14,15,40,43,27,59,40,14,18,13,13,11,85,90,78,87,86
214,Cole Palmer,Gold Rare,N/A,257534,87,18,-1,-1,-1,5243329,0,8192,0,132,132,126,0,0,3,3,76,75,80,78,71,83,60,88,55,89,50,87,89,89,85,87,82,81,60,86,87,50,85,86,50,40,70,86,90,10,10,10,10,10
215,Khvicha Kvaratskhelia,Gold Rare,N/A,247635,87,27,-1,-1,-1,9437569,0,8192,0,139,139,136,0,0,4,5,85,86,86,84,87,83,76,84,73,84,58,87,85,88,79,89,81,74,62,78,87,53,78,78,62,52,64,86,70,10,10,10,10,10
216,Alessandro Bastoni,Gold Rare,N/A,237383,87,5,-1,-1,-1,67147264,0,0,0,113,113,0,0,0,1,2,71,77,64,60,88,81,81,89,83,85,88,39,72,82,72,74,39,41,86,84,82,87,59,84,90,84,44,64,50,10,10,10,10,10
217,Serhou Guirassy,Gold Rare,N/A,215441,87,25,-1,-1,-1,4194418,0,1,0,141,141,0,0,0,2,4,74,71,76,77,90,84,85,86,76,88,33,90,79,86,65,83,90,67,88,72,83,42,91,72,44,36,87,76,83,10,10,10,10,10
218,Frenkie de Jong,Gold Rare,N/A,228702,87,14,-1,-1,-1,16785664,0,2048,0,120,120,16,0,0,3,3,80,83,87,79,82,87,73,87,74,90,82,78,88,88,78,86,75,64,72,87,90,76,68,87,78,77,70,84,53,10,10,10,10,10
219,Moisés Caicedo,Gold Rare,N/A,256079,87,10,-1,-1,-1,84085248,0,262144,0,114,114,0,0,0,2,3,76,66,80,79,80,90,77,84,85,83,87,63,79,83,65,79,57,55,70,84,85,83,75,84,86,87,60,73,55,10,10,10,10,10
220,Declan Rice,Gold Rare,N/A,234378,87,10,-1,-1,-1,84512776,0,0,0,149,149,118,0,0,2,3,71,73,63,65,80,92,78,85,85,86,86,77,79,84,88,82,64,75,72,86,86,81,87,86,86,85,50,86,71,10,10,10,10,10
221,Marcos Aoás Corrêa,Gold Rare,N/A,207865,87,5,-1,-1,-1,671744,0,65536,0,113,113,0,0,0,2,3,75,80,68,67,89,79,79,86,81,86,89,70,76,79,68,69,59,32,88,85,84,90,65,85,89,88,35,58,52,10,10,10,10,10
222,Yann Sommer,Gold Rare,N/A,177683,87,0,-1,-1,-1,0,0,0,16,145,145,0,0,0,0,4,48,54,57,58,68,45,68,83,38,54,21,15,64,30,13,22,13,13,10,38,46,9,64,38,20,14,8,12,24,83,82,85,89,87
223,Jules Koundé,Gold Rare,N/A,241486,87,3,-1,-1,-1,101450752,0,16384,0,105,105,113,0,0,2,3,85,83,70,78,91,87,85,86,78,82,86,69,70,81,78,78,47,26,80,75,82,87,48,75,86,84,32,64,43,10,10,10,10,10
224,Bruno Miguel Borges Fernandes,Gold Rare,N/A,212198,87,18,-1,-1,-1,11656,0,67108864,0,131,131,121,0,0,3,4,68,66,78,73,69,95,61,90,84,85,63,86,92,87,85,82,80,85,63,90,90,62,86,90,71,66,87,85,91,10,10,10,10,10
225,William Saliba,Gold Rare,N/A,243715,87,5,-1,-1,-1,17408,0,131072,0,113,113,0,0,0,1,3,76,78,53,46,89,72,88,86,83,82,86,54,62,77,58,74,35,35,80,77,80,88,60,77,90,86,34,55,47,10,10,10,10,10
226,Julián Alvarez,Gold Rare,N/A,246191,87,25,-1,-1,-1,1,0,16777216,0,141,141,0,0,0,3,4,86,85,87,87,86,85,72,88,86,86,52,88,83,88,77,87,88,80,78,78,83,60,88,78,55,46,84,87,78,10,10,10,10,10
227,Jonathan Tah,Gold Rare,N/A,213331,87,5,-1,-1,-1,524304,0,131072,0,111,111,0,0,0,1,3,53,71,49,40,85,76,91,85,86,79,84,36,57,70,39,60,32,27,87,68,78,88,60,68,89,84,53,37,38,10,10,10,10,10
228,Alexis Mac Allister,Gold Rare,N/A,239837,87,14,-1,-1,-1,16810124,0,512,0,120,120,16,0,0,2,3,68,64,82,86,72,87,69,89,83,86,80,78,86,86,79,84,79,82,65,87,88,78,88,87,83,74,77,83,86,10,10,10,10,10
229,Mike Maignan,Gold Rare,N/A,215698,87,0,-1,-1,-1,1024,34,0,1,145,145,0,0,0,0,4,65,62,60,56,82,39,83,85,35,68,25,15,65,40,18,30,15,16,17,61,64,23,64,61,18,20,16,38,15,84,83,85,88,84
230,Millie Bright,Gold Rare,N/A,238257,87,5,-1,-1,-1,655360,0,268435456,0,113,113,0,0,0,1,4,51,61,33,48,86,79,93,84,88,85,82,38,57,70,50,59,51,52,89,86,86,91,63,86,88,79,35,51,59,10,10,10,10,10
231,Martin Ødegaard,Gold Rare,N/A,222665,87,14,-1,-1,-1,5251584,0,256,0,22,0,0,0,0,4,2,68,68,85,83,63,88,55,88,64,87,69,78,90,88,86,87,79,82,55,88,90,68,82,88,72,57,79,84,68,10,10,10,10,10
232,Katie McCabe,Gold Rare,N/A,265239,87,7,-1,-1,-1,405016576,0,0,0,110,110,140,29,0,3,3,81,79,88,81,83,92,73,80,94,84,83,79,68,85,89,80,79,78,75,79,87,90,90,79,81,79,69,84,74,10,10,10,10,10
233,David Raya Martin,Gold Rare,N/A,220901,87,0,-1,-1,-1,0,2,0,4,145,145,0,0,0,0,3,64,59,68,45,64,31,38,84,29,68,11,15,68,43,12,19,19,15,20,67,62,28,65,67,14,13,20,18,26,86,84,87,87,85
234,Viktor Gyökeres,Gold Rare,N/A,241651,87,25,-1,-1,-1,50331749,0,536870912,0,141,141,0,0,0,2,4,88,92,82,72,95,93,91,87,87,85,28,88,79,83,72,80,88,71,81,58,78,34,88,58,34,16,77,72,88,10,10,10,10,10
235,Sam Kerr,Gold Rare,N/A,227125,87,25,-1,-1,-1,572522497,0,32,0,144,144,0,0,0,3,4,80,80,89,80,87,87,81,80,80,91,24,86,79,90,70,90,91,68,93,67,77,44,84,67,39,30,91,76,71,10,10,10,10,10
236,Nicolò Barella,Gold Rare,N/A,224232,87,14,-1,-1,-1,16860928,0,67108864,0,118,118,0,0,0,2,4,82,78,91,88,75,89,66,91,87,88,85,84,85,87,79,84,77,67,60,87,89,80,80,87,85,80,80,79,73,10,10,10,10,10
237,Victor Osimhen,Gold Rare,N/A,232293,87,25,-1,-1,-1,2097330,0,0,0,144,144,0,0,0,2,4,91,92,79,68,95,81,91,88,68,80,34,91,70,84,62,80,88,52,89,54,72,36,86,54,45,22,85,63,85,10,10,10,10,10
238,Nuno Alexandre Tavares Mendes,Gold Rare,N/A,252145,86,7,-1,-1,-1,2249216,0,33554432,0,110,110,0,0,0,2,4,94,95,87,84,87,83,73,83,75,82,79,77,72,82,81,81,61,59,73,72,80,77,80,72,86,81,54,77,45,10,10,10,10,10
239,Ann-Katrin Berger,Gold Rare,N/A,258310,86,0,-1,-1,-1,1024,2,0,4,145,145,0,0,0,0,4,40,52,38,40,69,29,67,85,40,67,25,9,66,41,27,30,25,30,24,58,60,28,61,58,24,25,20,30,45,86,84,81,87,81
240,Antonio Rüdiger,Gold Rare,N/A,205452,86,5,-1,-1,-1,268485632,0,524288,0,112,112,0,0,0,1,3,70,87,56,50,89,70,91,85,93,80,83,54,61,74,68,69,40,56,83,81,83,84,84,81,85,84,34,50,40,10,10,10,10,10
241,Grace Geyoro,Gold Rare,N/A,237197,86,14,-1,-1,-1,139520,0,67108864,0,121,121,133,0,0,2,3,89,89,76,82,83,93,77,87,71,79,88,80,83,86,70,82,75,65,64,86,89,80,74,86,88,80,52,72,74,10,10,10,10,10
242,Michael Olise,Gold Rare,N/A,247827,86,12,-1,-1,-1,1060865,0,0,0,126,126,137,0,0,3,2,83,73,90,85,62,85,57,86,66,84,55,84,88,86,79,88,83,81,36,79,86,44,78,79,58,49,71,82,72,10,10,10,10,10
243,Claudia Pina Medina,Gold Rare,N/A,262531,86,27,-1,-1,-1,1051017,0,64,0,140,140,43,0,0,3,5,78,79,83,84,71,76,69,85,69,81,37,86,84,88,84,88,87,85,69,75,86,31,84,75,55,51,88,81,64,10,10,10,10,10
244,Trent Alexander-Arnold,Gold Rare,N/A,231281,86,3,-1,-1,-1,67110152,0,4096,0,106,106,0,0,0,2,4,72,79,73,72,75,89,68,85,70,82,84,79,88,85,93,79,64,85,69,91,87,78,85,91,82,79,71,91,66,10,10,10,10,10
245,Rúben Santos Gato Alves Dias,Gold Rare,N/A,239818,86,5,-1,-1,-1,1024,0,268435456,0,113,113,0,0,0,1,4,55,62,62,56,85,71,89,86,88,85,86,39,64,75,54,64,29,48,85,79,81,87,74,79,87,85,32,46,45,10,10,10,10,10
246,Paulo Dybala,Gold Rare,N/A,211110,86,18,-1,-1,-1,5251337,0,128,0,132,132,143,0,0,4,3,84,76,88,87,76,76,63,86,48,89,42,83,88,88,82,87,85,87,65,79,84,32,84,79,42,39,92,89,88,10,10,10,10,10
247,Bruno Guimarães Moura,Gold Rare,N/A,247851,86,14,-1,-1,-1,83887488,0,0,0,118,118,116,0,0,2,2,66,66,73,79,75,90,76,85,86,88,82,77,86,86,76,86,73,63,66,88,88,78,76,88,82,81,65,83,65,10,10,10,10,10
248,Klara Bühl,Gold Rare,N/A,248822,86,16,-1,-1,-1,16798025,0,0,0,130,130,0,0,0,3,5,83,84,89,81,88,83,78,84,48,76,41,84,81,86,85,83,86,73,77,77,83,34,83,77,21,20,78,71,71,10,10,10,10,10
249,Willian Pacho,Gold Rare,N/A,256196,86,5,-1,-1,-1,180224,0,268435456,0,112,112,0,0,0,1,3,74,84,63,60,90,78,89,85,86,81,83,36,58,69,46,52,30,38,82,69,77,88,46,69,88,81,26,47,39,10,10,10,10,10
250,Ona Batlle Pascual,Gold Rare,N/A,253436,86,3,-1,-1,-1,69226496,0,0,0,106,106,110,0,0,2,4,82,79,82,85,73,91,62,84,72,82,81,66,74,80,85,77,62,40,59,77,86,84,53,77,84,83,46,77,47,10,10,10,10,10
251,Ibrahima Konaté,Gold Rare,N/A,237678,86,5,-1,-1,-1,268959744,0,0,0,113,113,0,0,0,2,3,69,83,55,44,83,75,91,85,84,80,83,44,64,76,38,68,29,27,84,76,79,87,45,76,87,86,28,50,41,10,10,10,10,10
252,Hakan Çalhanoğlu,Gold Rare,N/A,208128,86,10,-1,-1,-1,72360968,0,256,0,116,116,120,0,0,3,5,74,68,83,77,73,81,65,87,83,85,82,73,89,87,78,78,75,85,65,89,90,81,87,89,85,80,78,88,92,10,10,10,10,10
253,Lea Schüller,Gold Rare,N/A,244302,86,25,-1,-1,-1,33554512,0,0,0,141,141,0,0,0,2,3,85,88,86,78,91,82,75,87,55,74,31,91,72,86,66,80,92,65,87,61,77,24,78,61,26,27,73,78,72,10,10,10,10,10
254,Lionel Messi,Gold Rare,N/A,158023,86,23,-1,-1,-1,34603401,0,2048,0,137,137,143,33,0,3,4,84,73,84,89,70,70,68,80,44,92,40,86,87,94,80,89,84,93,60,84,85,20,84,84,35,24,89,90,75,10,10,10,10,10
255,Sandro Tonali,Gold Rare,N/A,241096,86,10,-1,-1,-1,604241920,0,0,0,117,117,18,0,0,2,4,78,79,76,77,83,83,82,84,84,84,84,76,79,85,78,78,69,81,70,83,86,81,85,83,84,81,68,75,64,10,10,10,10,10
256,Nicholas Williams Arthuer,Gold Rare,N/A,256516,86,16,-1,-1,-1,100671617,0,2097152,0,130,130,26,0,0,3,5,94,92,92,84,79,81,61,82,55,78,40,80,82,85,83,88,79,72,65,74,82,36,78,74,28,25,64,81,62,10,10,10,10,10
257,Melchie Dumornay,Gold Rare,N/A,265898,86,25,-1,-1,-1,34603267,0,128,0,143,143,0,0,0,3,4,92,94,92,85,89,73,74,81,55,84,59,83,79,88,70,86,89,75,77,73,83,52,87,73,64,53,74,86,69,10,10,10,10,10
258,Pernille Harder,Gold Rare,N/A,259287,86,18,-1,-1,-1,404,0,1048576,0,132,132,143,26,0,3,4,80,82,90,73,88,78,81,81,66,90,21,86,85,88,72,90,82,69,79,78,84,21,79,78,22,23,73,71,78,10,10,10,10,10
259,Tijjani Reijnders,Gold Rare,N/A,240638,86,14,-1,-1,-1,1048837,0,2048,0,121,121,16,33,0,3,4,83,75,82,79,77,92,69,85,80,84,80,86,84,88,73,84,78,70,61,84,87,78,85,84,80,72,65,77,59,10,10,10,10,10
260,Evan Ndicka,Gold Rare,N/A,236403,81,5,-1,-1,-1,268730368,0,0,0,48,0,0,0,0,1,3,69,78,50,55,85,83,81,81,81,80,80,68,64,75,68,69,49,30,79,74,78,81,65,74,85,76,43,59,33,10,10,10,10,10
264,André-Franck Zambo Anguissa,Gold Rare,N/A,227236,82,14,-1,-1,-1,84410384,0,0,0,21,0,0,0,0,2,3,74,76,74,71,87,89,82,84,85,80,80,82,80,82,62,79,76,56,76,80,83,79,75,80,80,74,58,59,60,10,10,10,10,10
265,Artem Dovbyk,Gold Rare,N/A,242458,83,25,-1,-1,-1,0,0,0,0,41,0,0,0,0,2,4,80,86,72,66,91,77,80,80,74,83,25,85,72,79,48,79,86,58,85,69,79,32,89,69,28,23,67,63,84,10,10,10,10,10
266,Alessandro Buongiorno,Gold Non-rare,N/A,243241,82,5,-1,-1,-1,98304,0,0,0,48,0,0,0,0,1,3,65,72,59,58,83,78,78,84,83,77,85,40,66,71,63,60,36,43,80,70,74,87,65,70,84,78,46,52,49,10,10,10,10,10
267,Romelu Lukaku,Gold Rare,N/A,192505,84,25,-1,-1,-1,553648452,0,0,0,141,141,0,0,0,2,4,71,86,55,54,92,74,94,84,68,82,36,88,82,80,68,76,84,60,83,70,80,35,86,70,40,30,70,74,88,10,10,10,10,10
268,Matteo Politano,Gold Non-rare,N/A,216409,81,23,-1,-1,-1,1062024,0,0,0,36,26,0,0,0,3,4,81,79,90,88,53,78,39,82,66,80,66,79,80,83,80,82,78,77,40,76,82,66,78,76,58,50,75,79,70,10,10,10,10,10
269,David Neres Campos,Gold Rare,N/A,236632,81,27,-1,-1,-1,43004036,0,0,0,39,30,0,0,0,4,3,87,85,92,82,67,69,59,80,53,85,48,78,79,85,74,86,76,52,45,69,78,48,79,69,45,38,74,79,69,10,10,10,10,10
273,Stanislav Lobotka,Gold Rare,N/A,216435,83,14,-1,-1,-1,72492032,0,0,0,20,16,0,0,0,2,4,76,67,75,85,65,88,61,81,76,77,80,76,82,85,75,81,68,55,45,85,85,78,69,85,81,75,43,75,56,10,10,10,10,10
274,Lorenzo Pellegrini,Gold Non-rare,N/A,228251,80,18,-1,-1,-1,16777217,0,0,0,33,22,0,0,0,2,4,76,74,79,72,81,77,70,79,74,78,69,77,83,84,74,78,76,79,74,80,84,73,79,80,74,72,74,74,80,10,10,10,10,10
278,Alex Meret,Gold Non-rare,N/A,225116,82,0,-1,-1,-1,0,0,0,0,45,0,0,0,0,0,3,41,48,46,48,66,29,65,78,22,67,22,20,40,25,15,16,17,21,19,25,30,10,56,25,22,14,20,20,21,81,79,74,85,84
279,Amir Rrahmani,Gold Rare,N/A,244263,83,5,-1,-1,-1,820224,0,0,0,13,0,0,0,0,1,4,54,82,48,52,81,71,80,80,81,70,85,49,48,71,49,59,43,41,81,68,74,87,60,68,82,80,39,49,34,10,10,10,10,10
280,Giovanni Di Lorenzo,Gold Rare,N/A,217870,83,3,-1,-1,-1,71304192,0,0,0,6,48,0,0,0,2,4,83,85,76,74,84,90,74,80,79,74,80,74,68,78,79,76,72,66,72,72,76,79,75,72,81,78,63,67,60,10,10,10,10,10
281,Bryan Cristante,Gold Non-rare,N/A,208268,80,14,-1,-1,-1,524304,0,0,0,20,15,0,0,0,2,4,53,52,62,58,78,89,78,79,78,82,76,76,80,79,70,75,68,66,76,83,82,79,83,83,80,74,72,68,68,10,10,10,10,10
285,Lia Wälti,Gold Rare,N/A,265240,82,10,-1,-1,-1,17694720,0,0,0,16,21,0,0,0,2,4,80,80,78,78,80,84,73,79,72,77,82,68,79,83,65,85,56,45,69,82,84,81,69,82,84,82,68,73,63,10,10,10,10,10
286,Cecilia Salvai,Gold Rare,N/A,227074,81,5,-1,-1,-1,164864,0,0,0,13,7,0,0,0,1,3,70,75,74,70,85,79,80,82,78,76,79,54,54,76,65,56,43,43,79,84,82,86,58,84,82,78,50,46,52,10,10,10,10,10
287,Cristiana Girelli,Gold Rare,N/A,227073,85,25,-1,-1,-1,524305,0,0,0,41,0,0,0,0,2,4,79,76,70,71,91,71,79,88,77,81,45,88,79,84,56,80,90,78,87,56,77,40,77,56,42,40,72,77,87,10,10,10,10,10
288,Martina Rosucci,Gold Rare,N/A,227067,79,5,-1,-1,-1,1310720,0,0,0,13,0,0,0,0,1,3,69,72,70,75,78,78,73,80,79,83,82,75,82,80,65,79,61,64,72,80,88,84,75,80,79,78,70,73,62,10,10,10,10,10
289,Estelle Cascarino,Gold Non-rare,N/A,256094,76,5,-1,-1,-1,0,0,0,0,11,0,0,0,0,1,2,66,68,58,67,78,66,71,73,73,67,77,40,51,73,67,59,36,31,72,70,75,77,56,70,80,77,39,58,46,10,10,10,10,10
290,Paulina Krumbiegel,Gold Rare,N/A,262092,79,16,-1,-1,-1,2101248,0,0,0,27,0,0,0,0,2,4,82,86,86,76,71,81,71,74,65,68,56,78,74,79,78,78,75,64,46,70,75,66,69,70,65,61,58,65,57,10,10,10,10,10
291,Barbara Bonansea,Gold Rare,N/A,227072,83,16,-1,-1,-1,34603008,0,0,0,27,0,0,0,0,3,5,80,79,78,68,82,83,70,88,69,82,29,87,80,84,76,84,83,68,75,77,79,28,79,77,45,30,79,73,71,10,10,10,10,10
292,Martina Lenzini,Gold Rare,N/A,266937,79,5,-1,-1,-1,134218752,0,0,0,11,0,0,0,0,1,3,73,75,69,59,84,80,73,82,79,69,78,34,63,77,66,60,41,55,78,74,82,82,66,74,78,77,29,54,65,10,10,10,10,10
293,Viola Calligaris,Gold Rare,N/A,272010,79,5,-1,-1,-1,344064,0,0,0,11,0,0,0,0,1,4,77,81,75,74,83,76,84,74,75,75,76,58,63,82,74,71,52,57,77,71,80,78,71,71,85,78,45,62,67,10,10,10,10,10
297,Pauline Peyraud-Magnin,Gold Rare,N/A,246178,83,0,-1,-1,-1,0,48,0,0,1,0,0,0,0,0,2,51,40,58,44,57,35,43,80,24,38,19,10,31,22,13,15,11,15,11,25,29,15,62,25,14,15,9,17,12,80,80,82,84,83
298,Emma Kullberg,Gold Non-rare,N/A,258915,76,5,-1,-1,-1,98304,0,0,0,11,0,0,0,0,1,4,68,74,70,75,76,65,68,77,76,59,78,30,37,70,74,59,39,42,72,67,80,80,41,67,77,74,33,59,47,10,10,10,10,10
302,Giulia Gwinn,Gold Rare,N/A,247788,84,3,-1,-1,-1,140640256,0,16384,0,106,106,10,0,0,3,3,84,83,88,80,82,83,62,84,70,77,80,78,73,83,79,85,66,79,77,81,82,84,68,81,85,80,65,81,84,10,10,10,10,10
303,Matheus Luiz Nunes,Gold Rare,N/A,253124,79,3,-1,-1,-1,16777216,0,0,0,6,22,0,0,0,2,3,78,91,78,71,74,79,74,78,76,75,78,75,77,80,73,79,69,58,53,79,80,74,77,79,75,74,59,74,62,10,10,10,10,10
304,Pape Matar Sarr,Gold Non-rare,N/A,259868,79,14,-1,-1,-1,0,0,0,0,18,16,0,0,0,1,3,71,66,75,72,76,85,71,82,76,79,80,73,77,79,72,79,65,60,66,79,81,77,69,79,79,74,54,67,54,10,10,10,10,10
305,Ryan Gravenberch,Gold Rare,N/A,246104,85,10,-1,-1,-1,16842752,0,0,0,114,114,0,0,0,3,4,76,76,76,70,81,85,80,84,76,88,88,75,81,87,74,88,78,70,67,82,86,80,79,82,82,78,71,76,58,10,10,10,10,10
309,Youri Tielemans,Gold Rare,N/A,216393,85,14,-1,-1,-1,16777476,0,512,0,21,16,31,0,0,3,4,51,57,62,77,68,87,69,85,64,88,75,77,87,86,80,79,77,78,70,88,87,74,85,88,77,80,83,84,75,10,10,10,10,10
316,Hugo Ekitiké,Gold Rare,N/A,257289,83,25,-1,-1,-1,1048579,0,0,0,44,0,0,0,0,3,3,85,87,80,74,85,86,69,83,65,78,23,86,79,86,51,87,79,51,77,57,82,28,82,57,35,19,77,69,62,10,10,10,10,10
317,Frederikke Thøgersen,Silver Non-rare,N/A,276284,73,3,-1,-1,-1,131080,0,0,0,3,0,0,0,0,2,3,70,70,63,68,72,71,65,68,70,65,68,43,55,73,73,60,56,54,68,70,75,76,52,70,72,66,27,67,56,10,10,10,10,10
321,Dominik Szoboszlai,Gold Rare,N/A,236772,83,18,-1,-1,-1,1052676,0,0,0,32,21,0,0,0,3,4,76,81,78,68,76,89,69,83,75,82,67,83,83,84,83,83,79,83,65,83,85,65,89,83,72,63,81,87,83,10,10,10,10,10
322,Andrew Robertson,Gold Rare,N/A,216267,82,7,-1,-1,-1,4096,0,67108864,0,10,0,0,0,0,2,2,75,74,75,74,76,81,67,81,85,81,80,76,79,79,86,76,55,71,70,75,80,78,76,75,80,81,32,82,55,10,10,10,10,10
323,Sávio Moreira de Oliveira,Gold Non-rare,N/A,270409,82,23,-1,-1,-1,5255168,0,0,0,36,38,0,0,0,3,2,89,85,90,76,62,73,45,79,45,85,25,79,81,85,83,87,74,55,45,70,81,26,70,70,30,36,63,80,62,10,10,10,10,10
324,Milos Kerkez,Gold Rare,N/A,260908,82,7,-1,-1,-1,2363392,0,0,0,9,0,0,0,0,2,3,88,87,83,84,74,90,75,78,83,76,78,76,76,77,81,77,53,52,60,68,77,78,80,68,80,83,53,77,50,10,10,10,10,10
325,Cody Gakpo,Gold Rare,N/A,242516,84,16,-1,-1,-1,20975633,0,0,0,30,39,0,0,0,3,4,85,82,75,67,89,76,75,83,63,83,45,83,81,85,83,86,81,76,81,75,81,42,88,75,48,31,78,82,68,10,10,10,10,10
326,Carlos Baleba,Gold Non-rare,N/A,272500,81,10,-1,-1,-1,1572868,0,0,0,14,19,0,0,0,2,3,75,74,75,77,80,81,79,80,78,80,83,67,76,80,65,82,63,50,67,80,81,76,85,80,82,79,67,75,50,10,10,10,10,10
330,Giorgi Mamardashvili,Gold Rare,N/A,262621,84,0,-1,-1,-1,0,7,0,0,2,0,0,0,0,0,3,48,48,40,26,71,45,74,74,25,26,8,8,34,22,13,11,9,10,14,20,20,5,54,20,12,10,7,11,11,84,81,72,84,84
331,Jeremie Frimpong,Gold Rare,N/A,253149,83,3,-1,-1,-1,35913728,0,0,0,105,105,26,35,0,2,3,95,93,89,88,68,85,47,84,75,76,77,82,73,83,82,85,66,47,54,63,78,74,62,63,71,79,58,77,43,10,10,10,10,10
332,Andrey N. dos Santos,Gold Rare,N/A,273018,80,14,-1,-1,-1,788496,0,0,0,20,14,0,0,0,2,3,77,71,77,69,88,91,75,79,78,80,78,77,79,80,56,77,69,52,81,79,82,69,73,79,81,81,53,68,54,10,10,10,10,10
336,Xavi Simons,Gold Rare,N/A,245367,84,18,-1,-1,-1,5253377,0,0,0,132,132,30,0,0,3,3,83,72,90,87,68,82,62,85,76,81,65,79,85,86,74,87,79,65,60,79,84,60,78,79,62,56,62,82,61,10,10,10,10,10
337,Lewis Hall,Gold Non-rare,N/A,266127,80,7,-1,-1,-1,16814080,0,0,0,147,147,0,0,0,1,3,78,76,80,85,71,80,56,79,60,75,77,68,77,79,83,79,60,70,64,76,78,77,65,76,79,80,62,81,55,10,10,10,10,10
341,Myles Lewis-Skelly,Gold Non-rare,N/A,278773,78,7,-1,-1,-1,16777216,0,0,0,147,147,18,0,0,2,3,77,76,68,84,83,75,79,77,80,79,76,72,76,77,73,77,55,45,70,75,78,74,69,75,77,75,58,74,55,10,10,10,10,10
342,James Maddison,Gold Rare,N/A,220697,84,14,-1,-1,-1,12681,0,0,0,22,33,0,0,0,3,4,70,65,82,82,56,78,56,80,70,87,58,83,87,87,84,86,80,87,35,86,86,61,83,86,68,45,77,86,77,10,10,10,10,10
343,Leny Yoro,Gold Non-rare,N/A,269087,78,5,-1,-1,-1,0,0,0,0,48,0,0,0,0,1,3,65,72,55,61,81,69,75,79,73,72,79,41,60,69,47,60,38,32,76,58,75,77,51,58,82,80,35,37,40,10,10,10,10,10
344,Adam Wharton,Gold Non-rare,N/A,259240,79,10,-1,-1,-1,21233664,0,0,0,16,21,0,0,0,2,4,60,63,69,71,68,69,66,78,76,82,77,66,83,80,77,76,60,71,62,84,83,74,67,84,78,76,51,77,53,10,10,10,10,10
